URL,Text,Keyword
https://bsky.app/profile/breakingdog-en.bsky.social/post/3m6l7dhjcgu2d,"Unveiling the Hidden Mysteries of Human Genetics: AI Transforms Disease Detection and Understanding
In the United States, researchers at Harvard have made a remarkable ad...
https://breaking.dog/d2aee78ef3cd4da994694529102d80d8?lang=en",genetics
https://bsky.app/profile/aws-news.com/post/3m6l65bxeww2x,"Myriad Genetics partnered with AWS to transform healthcare document processing using generative AI, achieving 98% classification accuracy, 77% cost reduction, and 80% faster processing while automating manual information extraction tasks.",genetics
https://bsky.app/profile/jpjh88.bsky.social/post/3m5ftkd7ozk2f,"I'm not saying it does, but genetically XY is a male chromosomally while XX is a female. I haven't researched to see if there are actually any peer reviewed chromosomal studies of trans people.",genetically male
https://bsky.app/profile/monicaaaaaah.bsky.social/post/3m5d4waqvzs2i,"Got my physical copy of Gender Trash From Hell, a compilation of the eponymous trans zine that ran from 1993 to 1995. It's really really fascinating as like, a time capsule and a look into trans culture 30 years ago

www.littlepuss.net/shop/p/gende...",genetically male
https://bsky.app/profile/nataliereed84.bsky.social/post/3m55jwxfssk2s,"They're not space marines. They're regular humans.

There *are* women Custodes now, though, so women aren't wholly barred from the Genetically Augmented Transhuman thing, but they are sticking with the idea that the astartes creation process only works properly in conjunction with a male puberty.",genetically male
https://bsky.app/profile/cpnstarkiller.bsky.social/post/3m526b6cjxk23,"Someone like Caster Semenya is an #intersex woman. Genetically, like transwomen, she is male. www.bbc.co.uk/sport/athlet...",genetically male
https://bsky.app/profile/mphighaf.bsky.social/post/3m4tr3aspvc2b,"np. no. bigender ppl arent necessarily intersex.

gender and sex have been conflated with one another

but someone can be.. apparently male and be interex genetically.

and they may be cis or trans -- depending on how they feel.

bigender is the feeling like two genders at least",genetically male
https://bsky.app/profile/gamingderpies1.bsky.social/post/3m5k6ydwpr223,"I think that's because transgender males are genetically weaker than regular males (due to their gender at birth being female).

There's probably other reasons, but I don't know what they are.",genetically female
https://bsky.app/profile/fakesusan.bsky.social/post/3m5hd4ruods2h,"You will see this in how they all complain about their terrible husbands and ungrateful children, all to imply that suffering and toil is somehow genetically female and trans women are “cheating” because they don’t have to fold hubby’s socks and pick up the kids",genetically female
https://bsky.app/profile/jonniboi1421.bsky.social/post/3m34hnikm7s2x,"Which even then wouldn't work, because what happens when cis and trans boys are born into a 'female'-only society? Would this society genetically alter their DNA to only birth cisgender** girls?
/2",genetically female
https://bsky.app/profile/lurkermcgoo.bsky.social/post/3m6c3pgjugk2k,"To try, it seems you believe that sex class identity, something found in basically all children well before they even know about chromosomes or gametes on a universal level, is uniquely not innate to or caused in the same way for transexuals and for them alone, but somehow by trauma or society",sex chromosomes
https://bsky.app/profile/awithonelison.bsky.social/post/3m6awsiqei22c,"I have also said that chromosomes aren't the sole determinant of sex, while you seem to think they are.

Should women with CAIS be forced to transition to men after genetic testing shows they have XY chromosomes?",sex chromosomes
https://bsky.app/profile/awithonelison.bsky.social/post/3m66fkgsxtc26,"So your conclusion is that a person with female genitalia, who has been raised female, who has female secondary sex characteristics, who is comfortable identifying as female, who lives fully as female, is male because she has XY chromosomes?

Do you propose forced gender transition for these women?",sex chromosomes
https://bsky.app/profile/jeffreon.bsky.social/post/3m656v67sk22p,"That's because there's no single set of statements that encompasses all cis women. Are we talking anatomy? Hormones? Chromosomes? Secondary sex characteristics?

However you define 'biological woman' you exclude some women. It's not a legitimate scientific phrase. It's made up to spread transphobia.",sex chromosomes
https://bsky.app/profile/petitephd.bsky.social/post/3m6lf7ansa22i,"Haven’t gotten to check “transphobe tries to argue about ‘science’ and ‘biology’ with me, an actual biologist” off my bingo card in awhile",biology
https://bsky.app/profile/nattygo.me/post/3m6lanjywks2p,"This is also inaccurate for many transfeminine people.

HRT and surgery literally change our biology. In many ways, we become biologically female.",biology
https://bsky.app/profile/lauraposs.de/post/3m6lf5ovxqs23,"Half the time i see a rubbermon i ask myself how it would work to make x bodypart.

Prehensile tails sound rough, lots of new or transplanted muscles needed if you want it to be biological",biological
https://bsky.app/profile/samanthabrennan.bsky.social/post/3m6lekxchqs23,"BBC Now Calling Trans Women 'Biological Males Who Identify As Women'

These stories come in the aftermath of allegations that a small but mighty cabal of “LGBT reporters” had somehow seized control of the BBC and “censored” right-wing views.

www.erininthemorning.com/p/bbc-now-ca...",biological
https://bsky.app/profile/beingjamielee.bsky.social/post/3m6lejxsb2k2s,"BBC Now Calling Trans Women 'Biological Males Who Identify As Women'
it seems the media empire has given way to transphobic rhetoric—canonizing anti-trans talking points in one of the world’s most influential news outlets.
www.erininthemorning.com/p/bbc-now-ca... #transgender #news #Britain #media",biological
https://bsky.app/profile/europesays.bsky.social/post/3m6le77zg3q2w,"Fury as ‘biological male’ wins World’s Strongest Woman event in Texas… as rivals say they had no idea of athlete’s background

https://www.europesays.com/2595927/

The 2025 World’s Strongest Woman final descended into chaos after an alleged transgender athlete took gold, sparking outrage…",biological
https://bsky.app/profile/europesays.bsky.social/post/3m6le2um5h22d,"Fury as ‘biological male’ wins World’s Strongest Woman event in Texas… as rivals say they had no idea of athlete’s background

https://www.europesays.com/2595927/

The 2025 World’s Strongest Woman final descended into chaos after an alleged transgender athlete took gold, sparking outrage…",biological
https://bsky.app/profile/persagen.bsky.social/post/3m6lcj5mj3s2x,"2025 right? 🤔 #BBC Now Calling Trans Women 'Biological Males Who Identify As Women'
www.erininthemorning.com/p/bbc-now-ca...

🇺🇲 🇬🇧 #Christofascism
🇨🇦 #Poilievre #DanielleSmith #ScottMoe #Trumpism

Wedge issue #transgenocide
🏳️‍⚧️ #TransLivesMatter #TransRights #TLM #BTLM
mastodon.social/@persagen/11...",biological
https://bsky.app/profile/destroytime.bsky.social/post/3m6lbn4jvrc2u,"catering to right-wing talking points isn't journalism — it's propaganda. do better bbc. — 

BBC Now Calling Trans Women 'Biological Males Who Identify As Women'
www.erininthemorning.com/p/bbc-now-ca...",biological
https://bsky.app/profile/gemma.transwrites.world/post/3m6layzoimc2s,"if a trans person had committed a crime the headlines would not only lead with that but also deadname them, they'd be described as ""a biological ____"" who identifies as ______"" and you'd have to read several paragraphs in to find they were cleared of anything at all.

This isn't the law's doing.",biological
https://bsky.app/profile/larrycolvin.bsky.social/post/3m6lal7b3is2a,"BBC Now Calling Trans Women 'Biological Males Who Identify As Women'
www.erininthemorning.com/p/bbc-now-ca...",biological
https://bsky.app/profile/latestnewsx9.bsky.social/post/3m6laiw4qxa2h,"Porn pic that got trans lifter Jammie Booker stripped of World’s Strongest Woman title revealed  A video clip that surfaced last week showed the American lifter Jammie Booker, 28, in a graphic scene that revealed her biological male body, a discovery that sparked the decision to revoke her 2025 Wo",biological
https://bsky.app/profile/autumn-queen.bsky.social/post/3m6l7zrryw22n,"BBC Now Calling Trans Women 'Biological Males Who Identify As Women'
www.erininthemorning.com/p/bbc-now-ca...",biological
https://bsky.app/profile/mychelvandover.bsky.social/post/3m6l7w64auc2n,"BBC Now Calling Trans Women 'Biological Males Who Identify As Women'

These stories come in the aftermath of allegations that a small but mighty cabal of “LGBT reporters” had somehow seized control of the BBC and “censored” right-wing views.

open.substack.com/pub/erininth...",biological
https://bsky.app/profile/stormknight.bsky.social/post/3m6kihz6hzt26,"But the moment a trans woman actually wins something?

Their social media statement suddenly declares the opposite of their own policy:
“Competitors can only compete in the category for the biological sex recorded at birth.”",biologically male
https://bsky.app/profile/thetimes.com/post/3m6js54kydc2i,"Trans athlete stripped of gold in World’s Strongest Woman contest

Jammie Booker failed to tell the competition organisers in Texas that she is ‘biologically male’",biologically male
https://bsky.app/profile/thetimes.com/post/3m6iirdqxgz2x,"Trans athlete stripped of gold in World’s Strongest Woman contest

Jammie Booker failed to tell the competition organiser’s in Texas that she is ‘biologically male’",biologically male
https://bsky.app/profile/titanicmonarch.bsky.social/post/3m6hzxnloy223,'biologically male' is an ascientific descriptor dressed up to sound more convincing to bigots ! just call her a trans woman you pathetic rubes! that's what's scientifically correct!,biologically male
https://bsky.app/profile/kissphoria.bsky.social/post/3m6hkmvirps2x,"every british news article about trans people is like ""under new toilet guidance from Duchess Burger, trans women, who are biologically male and have male anatomy, may be barred from buying face wash at toiletries shops, which under the law have been designated as protected sex-segregated spaces""",biologically male
https://bsky.app/profile/global-news-2024.bsky.social/post/3m6fzkkniwo2k,"Just in from Fox News:
Parents sue after 11-year-old girl allegedly forced to share bed with transgender student on school trip
Summary: Colorado school district allows biologically male students to room with female studens without...
#Parents #Students #Female
Agree or disagree?",biologically male
https://bsky.app/profile/johnshirley2024.bsky.social/post/3m6dbgbhkns2j,"They're male and then they're not. They have to some extent shifted biologically. They're women psychologically. They can be women socially. To me it boils down to the science--is the advantage there or not? 

I support trans rights. But there may be fairness issues in this one area.",biologically male
https://bsky.app/profile/sapandfury.bsky.social/post/3m6ae4nj2kc2l,She conceded trans women are 'biologically male' on trans day of remembrance last year,biologically male
https://bsky.app/profile/eklara.bsky.social/post/3m65r5mank22d,"my biologically female brain is telling me to buy tickets to see Underscores but my financially male bank account is making me second guess. hard times out here

#transgender #mtf #trans #underscores",biologically male
https://bsky.app/profile/bigshotera.bsky.social/post/3m647c6nzes64,(She's fine with any pronouns really but biologically she's still male / hasn't bothered with any sort of transitioning stuff bc she's fine the way she is (outwardly feminine despite everything).),biologically male
https://bsky.app/profile/little-ms-abi.bsky.social/post/3m62w3b456s2j,"The BBC pushing anti trans dehumanisation...

""a trans woman – a biological male who identifies as a woman""

Factually, medically and biologically wrong. 

Medical transition is 💯 biological in nature as is the outcome. Changing sex characteristics biological changes your sex.",biologically male
https://bsky.app/profile/littlebridgetroll.bsky.social/post/3m6hljeanac27,"I had a friend defending trans exclusion by basically saying that women's sports were a sub-league made explicitly because women were biologically incapable of competing with men. 

There's normal sports and there's women's sports. The whole project is prefaced on female inferiority.",biologically female
https://bsky.app/profile/oriion.bsky.social/post/3m6f3yr4xys2m,"This guidance in the U.K. will affect anyone who looks vaguely gender non-conforming. 

And it will single out trans people in any situation. From the article: ""if a trans man, who is biologically female but is 'perceived' as a man, attempted to use a women’s changing room ... they can be barred.""",biologically female
https://bsky.app/profile/aubreygilleran.bsky.social/post/3m6f3qylbh222,"""It also states that transgender people could be barred from single-sex services even when their biological sex matches, such if a trans man, who is biologically female but is “perceived” as a man, attempted to use a women’s changing room."" 1/",biologically female
https://bsky.app/profile/dieudonne.bsky.social/post/3m6ey3vzhss2e,"I sat opposite to a woman in the train to Berlin a few days ago who had like double as big hands as me, like incredibly big and strong hands. she was not transgender or sth, she was clearly biologically female. So to design guitars for women..people please think again.",biologically female
https://bsky.app/profile/stefanpaetow.bsky.social/post/3m65odzevo22n,"Alex is 100% correct. The anti-trans stuff is already giving grief to those who don't look womanly enough - A female (biologically) rugby player who has alopecia (and thus has a buzzcut) has had that experience before. Women with cancer, women with illnesses will all end up the victims of this shit.",biologically female
https://bsky.app/profile/lazarou.mastodon.social.ap.brid.gy/post/3m63535osl6k2,"But that's exactly what you'll be doing if you give in to the Transphobes. This isn't about 'Safety' , this is about Control.

#Labour #TransRightAreHumanRights #EHRC #LGBTQIA #BathroomBan",biologically female
https://bsky.app/profile/jtp.bsky.social/post/3m62ps4hwtk2m,"i don't even have any kind of quote to give for what they said when i pointed out the whole idea makes no sense when you remember trans men exist too. article reflects this. not a legal expert but this seems to just ignore the ""bathrooms are based on birth sex"" rule in favor of some made up shit",biologically female
https://bsky.app/profile/rhys.mastodon.rhys.wtf.ap.brid.gy/post/3m62h34jhpvl2,"This absurdity persists too:

""The code is said to acknowledge that a transgender person could be barred from single-sex spaces even when their biological sex matches. For instance, a trans man who was biologically female could be banned from using a women’s changing room if they appear male."" […]",biologically female
https://bsky.app/profile/pancakesyndrome.bsky.social/post/3m5yk2cyxjs2u,"i dont think they intend to be hurtful, they're just ignorant and confused and maybe even feeling a desire to forge affinity with trans women, but every time ive tried to explain to one of them why it's inappropriate, theyve gotten upset and argued ""you arent even biologically female and i am""",biologically female
https://bsky.app/profile/sobekhotep97.bsky.social/post/3m5xgelxwic2h,Here you are calling a trans woman “biologically male” and a trans man “biologically female”. So much for accepting people for who they are,biologically female
https://bsky.app/profile/sobekhotep97.bsky.social/post/3m5xg6coflc2h,"@daleyd.bsky.social got one. Here he is calling a trans woman “biologically male” and a trans man “biologically female” (both trans people in question happen to be awful people, but still bad)

bsky.app/profile/dale...",biologically female
https://bsky.app/profile/sobekhotep97.bsky.social/post/3m5xfzscyc22h,"The right doesn’t believe in biology. 

Buck Angel is not “biologically female”. If he was, he wouldn’t be trans. And Blaire White is not “biologically male”. If she was, she wouldn’t be trans. 

They agree because they’re prolific and virulent transphobes (and Blaire White *doesn’t* actually agree)",biologically female
https://bsky.app/profile/docvivileandra.bsky.social/post/3m6koyooaxk2l,"Silicon Valley ""Transhumanists"" when you propose things like eliminating the burden of pregnancy with artificial womb environments, eliminating all distinctions of biological sex beyond those opted-into by individuals, and otherwise fundamentally redefining what it means to be human:",biological sex
https://bsky.app/profile/saegge.bsky.social/post/3m6kmvpoeas2u,"nope per definition there can not be a binary. The definition is not binary. Also trans erasure is rooted in the idea of ""sex"" being different than ""gender"" (which it is not) pretending a ""real"", ""biological"" word and one that's ... not.

However, being trans is rooted in biology to begin with",biological sex
https://bsky.app/profile/wearequeeraf.com/post/3m6k3wlqiik2y,"ICYMI: Sports

Two major cases go to the Supreme Court in January, with Trans+ athletes arguing that bans on trans girls and women in school sports violate the 14th Amendment.

If they lose, it could cement “biological sex” into US law, with consequences far beyond sport.

(via @samanthawrites.net)",biological sex
https://bsky.app/profile/solidarity5ever.bsky.social/post/3m6ilcmkcu22d,"You know that there's specialized dictionaries, right? Scientifically biological sex is not a binary. What if I could prove that to you without a shadow of doubt? Would you accept trans people and admit you've been wrong?",biological sex
https://bsky.app/profile/fathitler.com/post/3m6i77lc6u22t,"Everybody poops, sometimes. Trans people pay taxes to support public facilities just like everyone else, and visit the restrooms that correspond to the biological sex they present so that there they can poop in peace. Forcing a trans man to use the women's facilities would DEFINITELY cause a scene.",biological sex
https://bsky.app/profile/kintsugighost.bsky.social/post/3m6hu2arrh22c,"The BBC is a propaganda outlet that identifies as serious journalism.

I'd like someone to point out that there's no such thing as a ""biological male"" or ""biological female."" It's scientifically inaccurate. Sex is a spectrum that transition ""nudges"" in a direction. BBC uses TERFcode as default.",biological sex
https://bsky.app/profile/katie-pinns.bsky.social/post/3m6htbbmzd52x,"Transition changes appearance and some functions, but it doesn’t change sex. Female is a biological category anchored in gametes, and women’s rights exist to protect that category. If we redefine sex as identity plus surgery, the protections collapse",biological sex
https://bsky.app/profile/elizabethtaylor47.bsky.social/post/3m6hsc2oyac22,"I’ve said this elsewhere… transphobic logic only works if you pretend medical transition does not exist. 

Their conception of “biological sex” only works if  there is no meaningful way you can alter your anatomical sex",biological sex
https://bsky.app/profile/waywardwaverer.bsky.social/post/3m6hcsjvexc22,"(If you want to argue for full equality you have to consider whether, in light of the existence of trans and intersex people, hegemonic notions of “biological sex” are even coherent.)",biological sex
https://bsky.app/profile/waywardwaverer.bsky.social/post/3m6hccmd64s22,"(Assuming that trans people have a “biological sex” that’s in contradiction to their stated sex/gender is also transphobic, and it’s the belief that underlies all the refusals to use the correct pronouns. This is why trans people use the term assigned sex. The whole point is these people are wrong!)",biological sex
https://bsky.app/profile/thecutestcommie.bsky.social/post/3m6hbwijvh227,"It's insane. Their workaround is just ""I deny the existence of gender reassignment. I'm not attacking you for being trans - I'm attacking you for being a porn-addled fetishist & calling you by your """"biological"""" sex."" And somehow that's allowed.",biological sex
https://bsky.app/profile/jordanpfot.bsky.social/post/3m6hat2rmp22d,Mainstream publications in the UK used to use trans people’s pronouns in reporting. Then they stopped using pronouns for trans criminals. Then they started referring to trans criminals by their biological sex. Now they seem to have stopped using pronouns for all trans people.,biological sex
https://bsky.app/profile/mariewilla.bsky.social/post/3m6hm5az62s2b,"To everyone who is anti-transgender using the ""basic biology"" excuse. 

Since you only know about basic biology, does this mean that you are currently in middle school? In advanced biology, they have discovered that biology is quite complex and there is absolutely nothing basic about it.",basic biology
https://bsky.app/profile/amartinezarias.bsky.social/post/3m6ej2tpr7k22,"This is a component but the success rate per embryo transfer has remained at @33% over the last 20 years. So, while social aspects impinge on the trend, the biology is an important factor as is the lack of investment in basic research on Reproductive Biology",basic biology
https://bsky.app/profile/dirtyharry1960maga.bsky.social/post/3m6d45kzcts2o,Umm I learned basic biology in high school!   Are you serious?    It's that complicated.   You're putting forth nonsense and ignoring science.   Trans women are men correct?,basic biology
https://bsky.app/profile/the-white-rose.bsky.social/post/3m6d3zjtphc2u,"Name one book on basic biology you've read in the last 20 years.

Hey look at all these transgender sex offenders:
www.houstonchronicle.com/news/investi...",basic biology
https://bsky.app/profile/threetails.bsky.social/post/3m64jnsvnyk2t,"""...merely the observation...""

That's exactly how a profoundly bigoted person frames their beliefs. Always with that same thin veneer of objectivity. 

Antisemites have their ""noticing.""

Transphobes have their ""basic biology.""

Anti-black racists have ""look at these FBI statistics.""",basic biology
https://bsky.app/profile/tws-website.com/post/3m6gkhjl5ds2g,"Biology is not simple

#riseup #standup #resist #revolt #respect #support #change #together #love #nomorehate #transgender #lgbtqiap2s",simple biology
https://bsky.app/profile/patrickwreed.bsky.social/post/3m65fw6tcek22,"there is no way, legally or socially (because the social consequence here is inevitably more harassment of trans and cis women alike), to find a category that is inclusive of all cis people and exclusive of all trans people with zero crossover. Because gender and biology are not a simple binary.",simple biology
https://bsky.app/profile/owlkaline.bsky.social/post/3m5jtxwy4ak2e,"its so cool how simple and yet complex the biology is behind transitioning, like, its not some fancy magical compound, I just raise my estrogen levels, my testosterone levels fall - I now have the blood of a cis woman and my body responds in kind rebuilding its shape

my body just did that for me 🥺💕",simple biology
https://bsky.app/profile/dirtyharry1960maga.bsky.social/post/3m6l52sl2pk2o,Not sure where you're getting your information but I call people by the name they want but I speak English and I use proper pronouns that match a person sex.  Trans women are men so of course they would get male pronouns.  They have a right to crossdress... And I have a right to Stick with  science,science of sex
https://bsky.app/profile/heyacordeiro.bsky.social/post/3m6cxygcws22x,"So are they for “transgender” frogs now? But the real science of endocrine disruptors (PFAS and others) is horrifying as fuck.

Here’s one possible future of unregulated chemicals-Bacigalupi’s “Pump Six”

archive.org/details/isbn...",science of sex
https://bsky.app/profile/princess-vimentin.bsky.social/post/3m6ldqqxfwk2f,"🧪
Even though RFQuack has transformed  the CDC into a  place of misinformation, it doesn’t erase what the science really says about vaccines and autism. 

archive.today/tJJjI",science says
https://bsky.app/profile/elizathewell.bsky.social/post/3m6kgjsw4os2x,"The CDC just broke its own vaccine search tool. “Vaccines can help you stay healthy” is gone. Banner says “being updated.” Translation: science is on hold, politics is in charge.",science says
https://bsky.app/profile/microlabdoc.bsky.social/post/3m6jihcx4ps2g,"Great trip to Liverpool to the Phage Workshop.
Top points for me 
-The AMR need is burgeoning 
- regulation is still not crystal clear 
- the academic science is mind blowing 
- the translation to getting it into patients now is lacking in speed and ease
- the Phage community is inspiring",the science is clear
https://bsky.app/profile/vpirg.bsky.social/post/3m6hyhypt7c2o,Ultra-processed foods (UPFs) fill our grocery aisles — from salty snacks to sugary drinks to pre-packaged meals — and the science is clear: UPFs threaten public health. We’re pushing for stronger transparency from food manufacturers and for the removal of synthetic dyes from food sold in schools. ⁠,the science is clear
https://bsky.app/profile/mrsgayguevara.bsky.social/post/3m6lbjedkr22y,"This is scientifically illiterate and anti-feminist, in a broad and damaging way. Don't pay the licence fee. Hope #Trump does destroy the #BBC. #deathofjournalism #Beeb #transphobia

www.erininthemorning.com/p/bbc-now-ca...",scientifically
https://bsky.app/profile/erininthemorning.com/post/3m6l6wn5ac225,"8. But these new stories apparently indicate the opposite—that, like many institutions, the BBC is arguably backing down from ethical and scientifically rigorous coverage in order to cater to the anti-trans agenda. Instead, it has reverted back to pejorative terms to refer to transgender people.",scientifically
https://bsky.app/profile/kirstimiller30.bsky.social/post/3m6klmztq3c2u,It can be extended indefinitely. A 10nmol/L policy would allow around 25% of trans women to compete without even lowering their T levels. We have male world champions with T levels in the normal female range. This why the IOC dropped the blanket T rules. They were never scientifically backed.,scientifically
https://bsky.app/profile/violetofthevoid.neocities.org/post/3m6jdnsyb5t2m,"not me never watching a single ""the science of being transgender"" video because 99.9% of the time it is in fact not actually scientific and also ignores a lot of social science that has been done about trans people.",scientific fact
https://bsky.app/profile/erikasgarden.bsky.social/post/3m6ihqsavuk2o,"Fun fact, when you read as many scientific studies on trans people as I have to (not for fun, trust me)

You realise that the phrases ""biological male/female"" just doesn't exist in them

What does exist;

""Transgender MALES"" to refer to trans men
""Transgender FEMALES"" to refer to trans women",scientific fact
https://bsky.app/profile/neveratrest.bsky.social/post/3m6g4i3hkbk22,"How exactly is using a scientific term transphobic? Biological sex is the sex one is born with, it's a biological reality. Gender identity, be it trans or cis, is a social construct that can change throughout one's life. This really isn't rocket science my guy.",scientific reality
https://bsky.app/profile/koragendum.bsky.social/post/3m63huls6os2j,"Phrases like “biological male who identifies as a woman” drive me up a wall. If by “biological male” you mean “assigned male at birth”, say that instead of pretending to be objective. Biology is not uniaxial, not discrete, and not immutable, and in most or all aspects a transfemme person may be...",objective biology
https://bsky.app/profile/lurkermcgoo.bsky.social/post/3m4tm2pzya22m,"How am I debating your womanhood or your physical reality? You are rejecting the objective physical and social truth that some transsexuals are females, women, females in biology, women in social reality and needs, and as similar to you in the present and in reality as any other woman is to you.",objective biology
https://bsky.app/profile/orphanim.bsky.social/post/3m4al5hansk2p,"if biology at birth had anything objective to do with predetermination then one's neurological congruence with personality/""self"" would always be in alignment and trans people wouldnt be a phenomena in the first place. it completely disproves any sort of narrative in this regard. it collapses.",objective biology
https://bsky.app/profile/which-witch-ru.bsky.social/post/3lwgbrb7gb22j,"Fun fact, I read your replies. You are a festering transphobe who can’t even pass high school level biology (I know because I have a couple of degrees in it, so this is me correcting you, not “debating” you as you can’t debate objective facts 😉). Go back to Twitter, TERF.",objective biology
https://bsky.app/profile/orphanim.bsky.social/post/3lvebtsrbfs26,"like the repression of trans AND cis women - the idea is our biology is already ""too masculine"" you cant pass if you are ""too masculine"", and medicine after the fact doesnt change this because its determined at birth. it assumes an objective/ideal form of woman or man that does not exist",objective biology
https://bsky.app/profile/girlposs.bsky.social/post/3m6fjrj7ccs2x,"no i know that Futanari means two sexes, but that doesnt mean that Futanari is still a porn category used in japan that japanese trans women also dont like being called.

if you pull out facts to prove that youre right for using the word futa youre missing the point of me bringing this up.",two sexes
https://bsky.app/profile/alissa914.bsky.social/post/3m6fexkqxp22x,"This was also always the dumbest argument against trans people.  ""There are only two sexes!""   Yeah, that's why we're changing ours, duh!

And no one asks, ""so WHY do I need the gender marker on my passport?  It wasn't always on the document""",two sexes
https://bsky.app/profile/exoduswalker.bsky.social/post/3m6jfdrkmus27,"another day and it's another like, 60 thousand transphobes rearing their FUCKING UGLY HEADS. ""gay friendly country"" MY FUCKING ASS, I STILL SEE TRANSPHOBIC MFS ONLINE SPEWING SHIT.

a filipina trans woman just wanted to PEE. TO FUCKING PEE. ""but she was in dubai theres only two genders there-"" STFU",two genders
https://bsky.app/profile/3ther34lboxy.bsky.social/post/3m677myqkzc2c,There's only two genders - listening to hyperpop and listening to the signalis soundtrack and BAYBE!!!!! I'm transgender.,only two genders
https://bsky.app/profile/hyenagirl64.bsky.social/post/3m645jcy7uc2w,"There are only two genders: 

Transvestite and political",only two genders
https://bsky.app/profile/kevinkellymilan.bsky.social/post/3m63ox2bn4s2k,There's many examples that   I  could  use to prove  the dangers  of  transgenderism I usually  stick  to  science  though  because  science  says  there's  only  two distinct  genders so it's easy  to  win the argument  .but If I was feeling  philosophical  I would  use barbie  kardashian  as a,only two genders
https://bsky.app/profile/lanscommentarian.bsky.social/post/3m5yyalc4r22v,"There are only two genders. 

Sex = Gender. 

A Man is a Man and a Woman is a Woman. A Man cannot become a Woman and a Woman cannot become a Man. 

Permitting minors to ""transition"" is deeply satanic. 

Transgenderism is Corporatist and Globalist.",only two genders
https://bsky.app/profile/chillybt.bsky.social/post/3m6l3sckqhc2y,"After I posted the above, it occurred to me, I had something else to share. 

I’m straight, you’re gay, trans, bi, lesbian or non binary ..

Wtf cares really? Why is this country so fixated on others chosen gender. Being comfortable in one’s skin. That’s all that matters. Right? #DEI is a good thing",gender is binary
https://bsky.app/profile/rootschange.federate.social.ap.brid.gy/post/3m6kazwwfcmr2,"As we near the holidays that erase the harsh parts of U.S. history, we turn to why #gender is a powerful tool for colonial control and the #indigenous way out towards a liberatory future. #trans #twospirit #lgbtq #WomensRights

https://www.rootschangemedia.com/nov25-native-gender/",gender is binary
https://bsky.app/profile/elysesky.bsky.social/post/3m6jz2ab3fs2r,"3/
* This is not a scientific/survay-based rank list. *
* Just an idea to illustrate the principle *

- Non-binary or mixed gender identity
- Transgender (spectrum)
- Transsexuals (traditional • MtF • FtM • total reassignment)
- Gay Men
- Masculine Lesbians
- Drag Queens/Kings
- Lesbians
👇",gender is binary
